AQI,PM2_5,PM10,SO2,NO2,CO,O3,Time
163.185715,124.230003,93.199997,38.889999,37.779999,1.170000,81.440002,2013-10-28
209.639999,159.639999,115.320000,49.209999,44.040001,1.340000,82.370003,2013-10-29
282.440002,232.440002,147.389999,22.889999,26.959999,1.580000,38.310001,2013-10-30
166.099991,126.269997,79.620003,22.590000,20.309999,1.320000,42.500000,2013-10-31
110.024994,83.019997,75.330002,26.450001,29.670000,1.340000,9.760000,2013-11-01
32.799999,22.959999,31.870001,22.230000,25.120001,1.170000,8.960000,2013-11-02
63.850002,46.080002,55.180000,30.280001,29.049999,1.140000,18.080000,2013-11-03
73.850006,54.080002,56.910000,31.110001,28.790001,1.250000,30.170000,2013-11-04
117.349998,88.879997,86.250000,28.600000,21.629999,1.230000,36.259998,2013-11-05
131.125000,99.900002,89.980003,31.139999,20.010000,1.250000,42.660000,2013-11-06
130.537506,99.430000,96.669998,42.790001,26.309999,1.490000,47.660000,2013-11-07
126.662506,96.330002,105.699997,41.180000,26.480000,1.280000,58.450001,2013-11-08
182.985703,138.089996,124.059998,33.869999,38.490002,1.290000,59.070000,2013-11-09
120.912506,91.730003,67.769997,33.160000,29.500000,1.390000,23.080000,2013-11-10
25.362501,16.820000,19.650000,21.410000,20.290001,0.920000,20.360001,2013-11-11
23.510000,15.800000,23.510000,20.730000,16.940001,0.780000,21.920000,2013-11-12
55.974998,39.779999,46.950001,24.680000,25.879999,0.870000,15.260000,2013-11-13
67.500000,49.000000,53.110001,23.530001,18.620001,0.970000,29.490000,2013-11-14
70.949997,51.759998,64.209999,34.060001,16.660000,1.280000,23.809999,2013-11-15
98.937500,74.150002,91.389999,38.430000,24.270000,1.240000,31.639999,2013-11-16
94.312500,70.449997,92.800003,35.349998,29.180000,1.240000,31.590000,2013-11-17
79.400002,58.520000,79.419998,30.969999,33.080002,0.920000,30.379999,2013-11-18
93.500000,69.800003,101.150002,42.240002,31.360001,1.150000,30.809999,2013-11-19
101.112503,75.889999,103.260002,45.560001,35.049999,1.080000,38.119999,2013-11-20
101.375000,76.099998,97.290001,36.709999,31.180000,0.980000,42.180000,2013-11-21
248.759995,198.759995,159.830002,35.389999,41.310001,1.320000,32.189999,2013-11-22
284.130005,234.130005,187.529999,28.950001,44.070000,1.470000,31.990000,2013-11-23
69.074997,50.259998,34.709999,19.350000,20.230000,0.840000,34.160000,2013-11-24
